conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Sentiment
1925871381025104214,2025-05-24 06:20:14+00:00,0,@riskaayurinjani Maafin Kak Riska guna dibantu lebih lanjut infokan no internet dan nama ke DM. Makasih -Chika,1926161298905088004,,riskaayurinjani,in,,0,0,0,https://x.com/undefined/status/1926161298905088004,1075673058931806208,,Netral
1926161665667617081,2025-05-24 06:21:42+00:00,0,@IndiHomeCare kenapa tv indihome saya isinya semut doang gabisa akses menu sebelumnya ada error tapi lupa kode error nya terus aku restart stb nya malah muncul semut kalo muncul menu 5 detik kemudian ilang jadi semut lagi udh pilih komponen 1/2 juga gada ngaruh,1926161665667617081,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1926161665667617081,87164012,,Negatif
1925917516364148943,2025-05-24 06:22:27+00:00,0,@sriwsmaw Duhh maafin Kak Sri. Pastikan kabel tidak kendur/terputus yuk pastikan kabel Patch cord sudah terpasang/tertancap dgn kencang/benar infokan no internet dan nama ke DM. Makasih -Chika,1926161855178739855,,sriwsmaw,in,,0,0,0,https://x.com/undefined/status/1926161855178739855,1075673058931806208,,Netral
1926162036729245702,2025-05-24 06:23:10+00:00,0,Indihome knpa sih anjingggg,1926162036729245702,,,in,,0,1,0,https://x.com/undefined/status/1926162036729245702,1623972248221794304,,Negatif
1925921224489656445,2025-05-24 06:27:11+00:00,0,@asherrr505 Meluncur DM Kakak. -Chika,1926163045295796420,,asherrr505,in,,0,0,0,https://x.com/undefined/status/1926163045295796420,1075673058931806208,,Netral
1921476384347558380,2025-05-24 06:27:35+00:00,0,@dedicahyadii Kak Dedy DM Kakak sudah dibantu percepatan segera dibalas ditunggu ya Kak. -Haura,1926163147896836252,,dedicahyadii,in,,0,0,0,https://x.com/undefined/status/1926163147896836252,1075673058931806208,,Netral
1925934930556571917,2025-05-24 06:28:12+00:00,0,@wasgunan Okee siap DM Kak segera dibalas yuk cek cek. -Chika,1926163301945213113,,bkaellneir,in,,0,0,0,https://x.com/undefined/status/1926163301945213113,1075673058931806208,,Netral
1925830937973043455,2025-05-24 06:28:49+00:00,0,@terharu_to Halo Kak maafin bisa dibantu Chika nih infokan no internet dan nama ke DM. Makasih -Chika,1926163459529429487,,terharu_to,in,,0,0,0,https://x.com/undefined/status/1926163459529429487,1075673058931806208,,Netral
1926154960632222063,2025-05-24 06:28:58+00:00,0,@IndiHome cek lagi min dm,1926163495323578642,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1926163495323578642,1152927515968561152,,Netral
1925919674723602892,2025-05-24 06:29:24+00:00,0,@bamkuungg Duhh maafin ya Kak infokan no internet dan nama ke DM. Makasih -Chika,1926163605457674518,,bamkuungg,in,,0,0,0,https://x.com/undefined/status/1926163605457674518,1075673058931806208,,Netral
1926163705495953848,2025-05-24 06:29:48+00:00,0,wifi gw indihome paket data gw telkomsel. lengkap sudah trouble semua planga plongo main onet dan puzzle block,1926163705495953848,,,in,,0,3,0,https://x.com/undefined/status/1926163705495953848,1922707698,,Negatif
1924874908175368473,2025-05-24 06:29:53+00:00,0,@dioae13 Siyapp Kak Dio berkenan menunggu DM nya. -Chika,1926163726803099770,,dioae13,in,,0,0,0,https://x.com/undefined/status/1926163726803099770,1075673058931806208,,Netral
1925556789338349890,2025-05-24 06:30:22+00:00,0,@ranggila05 @IndiHomeCare Siyapp Kakak DM segera dibalas yuk cek cek. -Chika,1926163848026820634,,ranggila05,in,,0,0,0,https://x.com/undefined/status/1926163848026820634,1075673058931806208,,Netral
1925913021378912279,2025-05-24 06:31:03+00:00,0,@iirrzzaann Berkenan menunggu balasan DM Kak Irzan ya. -Chika,1926164018282070139,,iirrzzaann,in,,0,0,0,https://x.com/undefined/status/1926164018282070139,1075673058931806208,,Netral
1926154960632222063,2025-05-24 06:31:09+00:00,0,@gavisainz Siap Kak @gavisainz. Meluncurrr -Aci,1926164043661824294,,gavisainz,in,,0,0,0,https://x.com/undefined/status/1926164043661824294,1075673058931806208,,Netral
1926026736845639899,2025-05-24 06:32:19+00:00,0,@sersandblk Duhh maafin Kak jaringannya segera normal infokan no internet dan nama ke DM. Proses berhenti berlangganan saat ini dapat kami bantu reservasi agar Kakak dihubungi oleh 188 maksimal 1x24 jam sehingga tidak perlu terpotong pulsa saat proses berlangsung. Yuk lanjut di DM. -Chika,1926164337669845073,,sersandblk,in,,0,0,0,https://x.com/undefined/status/1926164337669845073,1075673058931806208,,Netral
1925830937973043455,2025-05-24 06:33:01+00:00,0,@Zilullah7921 Mohon maaf Kak mengenai permintaannya saat ini masih dalam proses diupayakan agar secepatnya segera terlealisasikan. Berkenan untuk menunggu ya Kak informasi lebih lanjut bisa hubungi kembali via DM. -Haura,1926164515885871413,,Zilullah7921,in,,0,1,0,https://x.com/undefined/status/1926164515885871413,1075673058931806208,,Netral
1926045713508495544,2025-05-24 06:33:06+00:00,0,@oleumarachidis Meluncur DM Kak Sara segera dibalas yuk cek cek. -Chika,1926164536538587148,,oleumarachidis,in,,0,0,0,https://x.com/undefined/status/1926164536538587148,1075673058931806208,,Netral
1926051510061814126,2025-05-24 06:33:44+00:00,0,@Hamilf21 Siyapp DM Kak Asep segera dibalas berkenan menunggu yuk pastikan kabel Patch cord sdh terpasang/tertancap dgn kencang/benar. -Chika,1926164694638772621,,Hamilf21,in,,0,1,0,https://x.com/undefined/status/1926164694638772621,1075673058931806208,,Netral
1925969218920472862,2025-05-24 06:34:11+00:00,0,@Cherries_onyou DM Kak segera dibalas berkenan menunggu ya. -Chika,1926164807406809348,,Cherries_onyou,in,,0,0,0,https://x.com/undefined/status/1926164807406809348,1075673058931806208,,Netral
1926164814201487824,2025-05-24 06:34:12+00:00,0,Jelek banget indihome baru seminggu kemarin komplen skrg udah loss lagi sinyal nya ,1926164814201487824,,,in,,0,1,0,https://x.com/undefined/status/1926164814201487824,2878167216,,Negatif
1926051510061814126,2025-05-24 06:34:22+00:00,0,@IndiHome Sudah kembali lancar seperti biasa kak terimakasih sudah merespon dengan cepat,1926164855280615673,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1926164855280615673,1545395744030396417,,Positif
1925711502050197587,2025-05-24 06:34:58+00:00,0,@washedmauve @candriy Kak Aidan maaf ya Kak. Untuk DM-nya sudah dibantu respon Kakak bisa cek kembali secara berkala. -Haura,1926165004987871295,,washedmauve,in,,0,0,0,https://x.com/undefined/status/1926165004987871295,1075673058931806208,,Netral
1926053705238839628,2025-05-24 06:35:09+00:00,0,@Lutfialfian19_ Duhh maafin Kak Lutfi. DM segera dibalas yuk cek cek berkala. -Chika,1926165053465567420,,Lutfialfian19_,in,,0,0,0,https://x.com/undefined/status/1926165053465567420,1075673058931806208,,Netral
1926165100991275444,2025-05-24 06:35:21+00:00,0,indihome lemot bgt anjeng gue lg zoom seminar,1926165100991275444,,,in,,0,1,0,https://x.com/undefined/status/1926165100991275444,934657232880386048,,Negatif
1926062375456690486,2025-05-24 06:35:34+00:00,0,@parasiteforr Siyapp DM Kak segera dibalas berkenan menunggu. -Chika,1926165156515467503,,parasiteforr,in,,0,0,0,https://x.com/undefined/status/1926165156515467503,1075673058931806208,,Netral
1926066590325387653,2025-05-24 06:36:16+00:00,0,@beautifullsun6 Halo Kak maafin ya infokan no internet dan nama ke DM. Makasih -Chika,1926165334844707136,,beautifullsun6,in,,0,0,0,https://x.com/undefined/status/1926165334844707136,1075673058931806208,,Netral
1926165355560329296,2025-05-24 06:36:21+00:00,0,@IndiHome you kacauuu bayar mahal2 njir tp loss mulu,1926165355560329296,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1926165355560329296,2878167216,,Negatif
1925885744909840533,2025-05-24 06:37:28+00:00,0,@wanggraeni15 Bisa dibantu Chika nih Kak infokan no internet dan nama ke DM. Makasih -Chika,1926165637111456077,,wanggraeni15,in,,0,0,0,https://x.com/undefined/status/1926165637111456077,1075673058931806208,,Netral
1925894422371205450,2025-05-24 06:38:19+00:00,0,@bbyongming Siang Kak dicek belum ada DM dari Kakak. Yuk infokan dan kirimkan kembali DM-nya ya Kak agar bisa dibantu cek dan tindak lanjuti. -Haura,1926165849833926660,,bbyongming,in,,0,0,0,https://x.com/undefined/status/1926165849833926660,1075673058931806208,,Netral
1925885744909840533,2025-05-24 06:38:33+00:00,0,@gojosatrv Meluncur DM Kak segera dibalas yuk cek cek. -Chika,1926165907195269586,,gojosatrv,in,,0,0,0,https://x.com/undefined/status/1926165907195269586,1075673058931806208,,Netral
1926068918549946752,2025-05-24 06:39:06+00:00,0,@nnyymoo Maafin ya Kak infokan no internet dan nama ke DM. Makasih -Chika,1926166044441194582,,nnyymoo,in,,0,0,0,https://x.com/undefined/status/1926166044441194582,1075673058931806208,,Netral
1925749769185447996,2025-05-24 06:39:21+00:00,0,@IndiHome Belum,1926166109725561166,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1926166109725561166,786934032,,Negatif
1925885744909840533,2025-05-24 06:39:50+00:00,0,@ir_romann Halo Kak Roman DM segera dibalas yuk cek cek. -Chika,1926166230345437345,,ir_romann,in,,0,0,0,https://x.com/undefined/status/1926166230345437345,1075673058931806208,,Netral
