conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Sentiment
1921932212720562580,2025-05-12 14:30:20+00:00,0,@alw4yzwithyou Maafin jadi kurang nyaman streaming nya Kak Kurang optimalnya dari jam berapa Kak? Yuk sini dibantu cek. -Draken,1921935982871420930,,alw4yzwithyou,in,,0,0,0,https://x.com/undefined/status/1921935982871420930,1075673058931806208,,Netral
1921930958984400945,2025-05-12 14:31:12+00:00,0,@IndiHome Gapapa min isoke itu acaranya di korea selatan ,1921936199356121536,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1921936199356121536,1876121255625310208,,Netral
1921932325257904203,2025-05-12 14:31:32+00:00,0,@NanaKachie_ Plisss sabarrr Kakk Sini sini dibantu cek jaringan IndiHome-nya. -Draken,1921936283472920597,,NanaKachie_,in,,0,0,0,https://x.com/undefined/status/1921936283472920597,1075673058931806208,,Netral
1921936323914400194,2025-05-12 14:31:42+00:00,0,@IndiHome cek DM,1921936323914400194,,IndiHome,tr,,0,1,0,https://x.com/undefined/status/1921936323914400194,243170033,,Netral
1921936323914400194,2025-05-12 14:32:45+00:00,0,@dina_derenozora @dina_derenozora Baik Kak Dina. Dilanjut ke DM ya interaksinya. Makasih :) -Dero,1921936588629835856,,dina_derenozora,in,,0,0,0,https://x.com/undefined/status/1921936588629835856,1075673058931806208,,Netral
1921927071304978646,2025-05-12 14:33:12+00:00,0,@secaake Huhu kurang optimalnya saat akses apa saja Kak? Yuk sini dibantu cek -Draken,1921936702676820239,,secaake,in,,0,0,0,https://x.com/undefined/status/1921936702676820239,1075673058931806208,,Netral
1921899823713652998,2025-05-12 14:35:29+00:00,0,@Adi10211 @Adi10211 Lanjut ke DM yaa Kak Adi. Mohon tunggu konfirmasi selanjutnya via DM yaa :) -Dero,1921937278840230379,,Adi10211,in,,0,0,0,https://x.com/undefined/status/1921937278840230379,1075673058931806208,,Netral
1920098554884018654,2025-05-12 14:39:54+00:00,0,@IndiHome @IndiHomeCare @WeTVOfficial Cek dm ya kak,1921938387801378827,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1921938387801378827,1093018663160954880,,Netral
1921938862022042106,2025-05-12 14:41:47+00:00,0,@IndiHome min cek dm ya modem tidak ada koneksi internet. Lampu internet di modem mati,1921938862022042106,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1921938862022042106,302042689,,Negatif
1921938862022042106,2025-05-12 14:43:16+00:00,0,@ancur888 @ancur888 Owkay Kak. Tunggu konfirmasi selanjutnya melalui DM yaa. Makasih :) -Dero,1921939236758147413,,ancur888,in,,0,0,0,https://x.com/undefined/status/1921939236758147413,1075673058931806208,,Netral
