conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Sentiment
1936938377678610742,2025-06-23 12:47:33+00:00,0,@IndiHome Adaptor sudah kencang. Prosedur awal sudah dilakukan. Sudah DM jg. Tp seperti biasa tidak ada solusi.,1937130406748569707,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1937130406748569707,254827832,,Negatif
1937117284558073864,2025-06-23 12:47:50+00:00,0,@aulia_ak22 Huhu maafin Kakk Kurang optimalnya sejak kapan Kak? Infoin detailnya via DM @IndiHome ya supaya bisa dibantu lebih lanjut. -Draken,1937130475929358622,,aulia_ak22,in,,0,0,0,https://x.com/undefined/status/1937130475929358622,1075673058931806208,,Netral
1937122719151345948,2025-06-23 12:48:33+00:00,0,@IndiHome Cek dm ya @IndiHome,1937130656959778975,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1937130656959778975,753400263826771968,,Netral
1937117822993477978,2025-06-23 12:49:57+00:00,0,@mochhhh_ Malam Kak maaf ya atas kendala yg dialaminya. Pastikan terlebih dahulu kabel patchcord modemnya terpasang dengan benar dan kencang. Jika masih tdk bisa penanganannya dilanjutkan via DM @IndiHome ya -Draken,1937131007876243480,,mochhhh_,in,,0,0,0,https://x.com/undefined/status/1937131007876243480,1075673058931806208,,Netral
1937118185867887069,2025-06-23 12:51:29+00:00,0,@co_je85499 Kak maafin ya jadi terganggu aktivitasnya. Supaya bisa dibantu lebih lanjut dari jaringan internetnya interaksinya dilanjutkan via DM @IndiHome ya -Draken,1937131397422141604,,co_je85499,in,,0,0,0,https://x.com/undefined/status/1937131397422141604,1075673058931806208,,Netral
1936747592035213587,2025-06-23 12:51:35+00:00,0,@darONEtoo @darONEtoo Tunggu hasil laporannya dulu yaa Kak :) -Joan,1937131420633514210,,darONEtoo,in,,0,0,0,https://x.com/undefined/status/1937131420633514210,1075673058931806208,,Netral
1937122719151345948,2025-06-23 12:52:00+00:00,0,@IndiHome Indihome tolong dong kenapa ya wifi aku gaada internet?,1937131523700043904,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1937131523700043904,1470012585193861120,,Negatif
1937116935487180919,2025-06-23 12:52:20+00:00,0,@IndiHome udah cek dm tapi belum ada respon min gimana ?,1937131610924818625,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1937131610924818625,255009386,,Netral
1936938377678610742,2025-06-23 12:52:56+00:00,0,@fredymkk @fredymkk Caris cek DM Kak Fredy udah masuk dan segera dibantu solusikan. Tungguin balasannya yaa. -Caris,1937131759105347823,,fredymkk,in,,0,0,0,https://x.com/undefined/status/1937131759105347823,1075673058931806208,,Netral
1937118591801012542,2025-06-23 12:52:57+00:00,0,@NoviaWiyani Baik Kak DM nya sdh dicek ya. Maaf atas kendala yg dialaminya Jaringan internetnya berkendala sejak kapan Kak? Supaya bisa dibantu tindaklanjuti interaksinya dilanjutkan via DM @IndiHome ya. -Draken,1937131762536329535,,NoviaWiyani,in,,0,0,0,https://x.com/undefined/status/1937131762536329535,1075673058931806208,,Netral
