conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Sentiment
1874248733992640902,2025-01-01 00:21:26+00:00,1,@Bajulireng_ @myXL @CareIM3 @Bajulireng_ Gak kok Kak. Saat ini untuk PPN Telkomsel dan IndiHome masih sama seperti sebelumnya ya. Happy new year :) -Sakia,1874249539458359354,,Marsudi__,in,,0,1,0,https://x.com/undefined/status/1874249539458359354,765035200896118789,,Netral
1873693012326519042,2025-01-01 00:24:50+00:00,1,@_Guardian01 Halo juga Kak @_Guardian01. Kenapa mau berhenti Kak ? Untuk berhenti langganan Indihome bisa dibantu via GraPARI/188. Bisa juga kami reservasikan agar Kakak dihubungi 188 maksimal 1x24 jam. Kalo bersedia lanjutin ke DM ya biar dibantu sama temen Aci di DM Makasih -Aci,1874250393791959064,,_Guardian01,in,,0,0,0,https://x.com/undefined/status/1874250393791959064,765035200896118789,,Netral
1874250471143334202,2025-01-01 00:25:08+00:00,0,@IndiHomeCare min apakah identitas yang terdaftar di indihome bisa diganti? Wifi indihome saya tadinya terdaftar atas nama kakak saya tp sekarang sudah tidak serumah sehingga saya ingin mengganti nama yang terdaftar menjadi nama dan juga no hp saya. Bisa ga ya min?,1874250471143334202,,IndiHomeCare,in,,0,1,0,https://x.com/undefined/status/1874250471143334202,1102582916045975552,,Netral
1874229455436312885,2025-01-01 00:35:43+00:00,1,@chocopiumm Selama belum ada pengumuman resmi dari IndiHome untuk tagihannya masih belum dikenakan PPN 12% ya -Tammy,1874253131527446879,,chocopiumm,in,,0,0,0,https://x.com/undefined/status/1874253131527446879,765035200896118789,,Netral
1874231175348465888,2025-01-01 00:45:42+00:00,0,@thedeisix @IndiHome Sssstt saat ini kebijakan PPN 12% masih belum berlaku dan tagihan IndiHome masih menggunakan kebijakan PPN 11% lhoo -Tammy,1874255644091703538,,thedeisix,in,,0,1,0,https://x.com/undefined/status/1874255644091703538,765035200896118789,,Netral
1874244150687916109,2025-01-01 01:11:59+00:00,0,@Telkomsel Oii Telkomsel laper Napa muncul mulu iklan INDIHOME gua udah ada wifiiiiii mana ga bisa dimatiin iklan segala macam ada lewat SMS kalian yang bikin iklan saya yang disuruh usaha banget matiin kan bodoh kali kalian,1874262260811698431,,Telkomsel,in,,0,2,0,https://x.com/undefined/status/1874262260811698431,1318589751943811072,,Negatif
1874244150687916109,2025-01-01 01:14:05+00:00,0,@blitzkrieg_pin Maaf ya Kak @blitzkrieg_pin kalo terganggu dgn SMS iklan IndiHome :( boleh DM nomor HP dan capture SMSnya biar dibantu cek dulu ya :( -Nesya,1874262790195839413,,blitzkrieg_pin,in,,0,0,0,https://x.com/undefined/status/1874262790195839413,255409050,,Netral
1874264081135525909,2025-01-01 01:19:13+00:00,1,KNP DI HARI LIBUR TENTRAM INI INDIHOME GUA ERROR,1874264081135525909,,,in,,0,1,0,https://x.com/undefined/status/1874264081135525909,1596883062997995521,,Negatif
1874089580133273884,2025-01-01 01:34:52+00:00,1,@JurnalAkuntansi Kita buktikan aja bulan Januari ini hyr Spotify Netflix indihome sama Smartfren gw ppn nya berapa persen.,1874268016575472005,,JurnalAkuntansi,in,,0,0,0,https://x.com/undefined/status/1874268016575472005,361371025,,Netral
1874268152126967870,2025-01-01 01:35:24+00:00,0,Indihome gangguan lagi,1874268152126967870,,,in,,0,1,0,https://x.com/undefined/status/1874268152126967870,1806632011228213248,,Negatif
